State,County,Rep. Pres. Vote %,Dem. Pres. Vote %,Rep. House Vote %,Dem. House Vote %,Rep. Senate Vote %,Dem. Senate Vote %,Avg. Rep. Vote %,Avg. Dem. Vote %,Higher Avg. %
Louisiana,bienville,53.62,44.67,64.0,34.1,51.65,46.68,56.0,41.33,56.0
Maryland,dorchester,55.26,41.02,61.23,35.79,52.33,45.14,56.0,40.33,56.0
Washington,klickitat,53.76,38.95,63.18,36.82,52.64,47.36,56.0,40.33,56.0
Washington,walla walla,53.7,38.14,65.07,34.93,50.64,49.36,56.0,40.33,56.0
Wisconsin,ashland,41.13,52.66,39.57,60.42,40.66,56.3,40.0,56.0,56.0
Wisconsin,marquette,59.72,35.59,54.85,37.36,55.83,40.88,56.0,37.33,56.0
Wisconsin,outagamie,53.14,40.58,59.0,41.0,56.79,39.53,56.0,40.0,56.0
Florida,palm beach,41.13,56.57,39.41,58.7,44.07,53.67,41.33,55.67,55.67
Idaho,bannock,51.41,30.95,57.74,34.9,59.09,34.43,55.67,32.67,55.67
Illinois,dekalb,43.79,46.94,79.83,17.79,45.15,46.71,55.67,36.33,55.67
Iowa,boone,52.72,39.03,54.05,45.83,61.13,34.29,55.67,39.33,55.67
Iowa,jasper,55.48,37.35,51.7,48.17,61.99,32.72,55.67,39.0,55.67
Maryland,somerset,53.95,42.38,61.54,36.07,53.6,44.27,55.67,40.67,55.67
Missouri,saline,64.45,30.07,54.34,41.83,49.92,43.95,55.67,38.0,55.67
New York,erie,44.45,50.86,30.39,56.28,22.3,61.23,32.0,55.67,55.67
North Carolina,alamance,54.55,41.93,58.16,41.84,55.76,40.88,55.67,40.67,55.67
North Carolina,cumberland,40.21,56.16,43.15,56.85,41.22,55.39,41.33,55.67,55.67
North Carolina,greene,54.03,44.53,60.19,39.81,53.5,43.97,55.67,42.0,55.67
Pennsylvania,beaver,57.64,38.93,58.82,41.18,52.81,41.12,55.67,40.0,55.67
South Carolina,marlboro,41.07,57.31,44.09,55.82,43.03,55.86,42.67,55.67,55.67
Utah,san juan,48.56,37.49,60.39,39.61,59.86,35.94,55.67,37.0,55.67
Alabama,pike,58.42,38.4,48.11,46.21,60.74,39.05,55.33,41.0,55.33
Arizona,coconino,35.31,54.2,33.25,59.48,40.61,53.56,36.0,55.33,55.33
Florida,polk,55.37,41.3,56.64,42.94,55.62,39.3,55.33,40.67,55.33
Florida,sarasota,54.32,42.73,58.62,40.04,54.95,40.86,55.33,40.67,55.33
Idaho,blaine,31.15,59.83,45.04,52.71,42.44,55.46,39.33,55.33,55.33
Indiana,vermillion,65.04,29.99,56.94,37.65,45.03,48.56,55.33,38.0,55.33
New York,schenectady,43.03,50.16,27.03,59.53,26.56,57.65,32.0,55.33,55.33
North Carolina,anson,42.73,55.56,43.92,56.08,42.04,55.56,42.33,55.33,55.33
Washington,kitsap,39.43,50.8,39.05,60.95,43.27,56.73,40.33,55.33,55.33
Alaska,district 9,68.13,20.58,58.62,23.34,40.79,8.33,55.33,17.0,55.33
Alaska,district 30,69.21,20.29,57.98,25.37,40.03,6.21,55.33,17.0,55.33
Colorado,eagle,35.64,55.9,39.14,55.85,35.34,55.23,36.33,55.0,55.0
Maryland,st. mary's,57.51,35.18,50.27,45.78,58.53,37.31,55.0,39.0,55.0
Maryland,talbot,52.18,42.1,60.65,35.7,53.6,44.25,55.0,40.33,55.0
North Carolina,buncombe,40.1,54.3,43.76,56.24,40.79,55.19,41.0,55.0,55.0
North Carolina,caswell,54.44,43.29,57.15,42.85,54.78,42.71,55.0,42.33,55.0
North Carolina,wayne,54.33,42.95,57.35,42.65,54.95,42.48,55.0,42.0,55.0
Ohio,athens,38.56,55.6,42.69,57.31,40.25,53.96,40.0,55.0,55.0
Ohio,franklin,34.3,60.43,44.31,54.85,44.39,51.43,40.67,55.0,55.0
Ohio,montgomery,47.97,47.24,61.51,34.98,57.01,38.65,55.0,39.67,55.0
Oklahoma,oklahoma,51.68,41.18,56.12,37.76,58.51,32.53,55.0,36.67,55.0
Pennsylvania,delaware,37.18,59.6,48.13,51.87,43.01,55.64,42.67,55.0,55.0
Washington,cowlitz,52.93,39.19,63.68,36.32,50.3,49.7,55.0,41.33,55.0
Washington,skamania,51.92,39.58,62.89,37.11,52.28,47.72,55.0,41.0,55.0
Colorado,rio grande,55.75,36.16,56.66,39.91,53.36,42.56,54.67,39.0,54.67
Florida,volusia,54.82,41.82,56.56,43.44,54.42,40.66,54.67,41.33,54.67
Indiana,floyd,57.27,37.26,52.25,43.07,55.17,41.24,54.67,40.33,54.67
Indiana,vanderburgh,55.85,39.35,59.0,36.02,50.67,44.12,54.67,39.67,54.67
Nevada,carson city,52.47,38.42,60.14,34.81,52.47,39.24,54.67,37.0,54.67
New York,monroe,39.27,54.23,35.51,51.13,24.67,59.92,32.67,54.67,54.67
North Carolina,lee,54.66,41.74,56.64,43.36,54.6,41.92,54.67,41.67,54.67
Pennsylvania,lackawanna,46.77,50.25,37.99,62.01,39.76,52.93,40.67,54.67,54.67
Alaska,district 13,61.66,25.78,57.96,26.39,46.01,10.16,54.67,20.33,54.67
Alaska,district 36,53.97,32.59,57.21,29.02,54.0,9.96,54.67,23.33,54.67
Colorado,routt,37.39,54.34,41.97,53.54,38.21,56.55,38.67,54.33,54.33
Illinois,carroll,59.56,32.87,45.95,54.05,59.41,35.16,54.33,40.33,54.33
Indiana,clark,58.72,36.77,51.23,42.89,54.18,41.91,54.33,39.67,54.33
Iowa,marshall,50.87,42.56,55.84,44.02,58.81,37.12,54.33,41.0,54.33
New York,nassau,45.26,51.19,41.21,52.31,30.55,60.81,38.67,54.33,54.33
Ohio,lucas,38.32,56.1,41.32,58.68,45.74,49.62,41.33,54.33,54.33
Pennsylvania,luzerne,58.29,38.86,55.73,44.27,50.54,42.89,54.33,41.33,54.33
South Carolina,florence,51.05,46.11,55.57,44.14,57.17,41.86,54.33,43.67,54.33
South Dakota,corson,50.04,45.53,55.21,44.79,58.93,41.07,54.33,43.33,54.33
Wisconsin,bayfield,43.29,51.99,41.9,58.09,42.56,54.65,42.0,54.33,54.33
Wisconsin,racine,49.52,45.16,62.23,33.53,52.98,44.37,54.33,40.67,54.33
Alaska,district 11,66.51,22.11,56.64,25.97,41.56,7.11,54.33,18.0,54.33
Colorado,saguache,40.46,49.98,36.99,58.75,36.57,55.11,37.33,54.0,54.0
Illinois,pulaski,61.24,35.17,57.34,38.45,44.98,52.0,54.0,41.67,54.0
Iowa,wapello,57.53,36.93,47.61,52.17,58.77,36.27,54.0,41.33,54.0
Louisiana,jefferson,55.27,40.56,47.54,48.91,60.43,36.66,54.0,41.33,54.0
Maryland,wicomico,52.17,42.42,58.27,37.76,52.73,44.0,54.0,41.0,54.0
New York,orleans,66.76,27.29,55.55,23.57,41.93,36.46,54.0,28.67,54.0
North Carolina,franklin,53.9,42.39,56.07,43.93,53.91,42.65,54.0,42.33,54.0
Pennsylvania,allegheny,39.91,56.55,48.47,51.53,40.39,55.25,42.33,54.0,54.0
South Carolina,sumter,42.52,54.55,42.28,56.18,46.46,52.41,43.33,54.0,54.0
Alaska,district 10,69.19,20.0,56.57,24.8,37.63,7.59,54.0,17.0,54.0
Illinois,henderson,61.26,32.83,47.97,52.03,53.08,41.03,53.67,41.67,53.67
Illinois,mchenry,50.52,42.89,60.43,39.57,51.07,41.55,53.67,40.67,53.67
Iowa,cerro gordo,50.6,42.94,52.47,47.42,59.28,36.11,53.67,41.67,53.67
Maryland,calvert,55.21,38.44,51.4,45.04,55.41,40.39,53.67,41.0,53.67
New York,genesee,63.99,28.94,58.04,28.57,40.19,41.11,53.67,32.33,53.67
New York,steuben,63.88,29.82,55.05,27.15,43.0,36.72,53.67,30.67,53.67
North Carolina,hoke,42.57,53.35,44.79,55.21,42.72,53.26,42.67,53.67,53.67
Pennsylvania,berks,52.78,42.85,56.64,42.33,53.21,42.93,53.67,42.0,53.67
Alaska,district 14,57.37,29.2,56.44,30.07,48.57,8.93,53.67,22.33,53.67
Arkansas,pulaski,38.34,56.06,47.15,48.57,40.66,56.14,41.67,53.33,53.33
Colorado,lake,39.7,50.52,37.98,56.16,37.33,54.18,37.67,53.33,53.33
Florida,madison,57.04,41.46,49.4,50.6,54.51,42.38,53.33,44.33,53.33
Illinois,madison,54.15,38.86,62.05,34.24,44.38,50.31,53.33,40.67,53.33
Iowa,poweshiek,50.3,43.77,53.9,45.95,57.72,38.52,53.33,42.0,53.33
South Carolina,mccormick,50.84,47.53,55.45,44.37,55.28,43.75,53.33,44.67,53.33
Washington,island,43.07,48.89,41.86,58.14,45.47,54.53,43.0,53.33,53.33
Wisconsin,monroe,57.71,35.83,10.49,86.55,55.58,39.5,40.67,53.33,53.33
Alaska,district 29,67.56,22.37,56.35,26.75,37.81,7.92,53.33,18.33,53.33
Alabama,butler,56.13,42.67,47.05,49.09,56.87,43.04,53.0,44.67,53.0
Florida,duval,48.92,47.54,55.8,42.68,56.23,40.04,53.0,43.0,53.0
Florida,miami-dade,34.07,63.68,55.03,42.93,43.25,54.52,44.0,53.0,53.0
Idaho,ada,47.91,38.68,57.32,40.2,55.92,38.93,53.0,38.67,53.0
Missouri,platte,53.05,41.03,60.91,35.02,46.76,48.52,53.0,41.33,53.0
Wisconsin,douglas,42.91,50.4,43.55,56.36,42.46,53.93,42.33,53.0,53.0
Alabama,jefferson,44.3,51.57,43.11,56.47,47.88,51.97,44.67,52.67,52.67
Arizona,greenlee,57.86,33.39,47.03,45.68,54.46,36.29,52.67,38.0,52.67
Colorado,san juan,42.49,52.37,45.12,50.41,38.76,56.02,41.67,52.67,52.67
Florida,monroe,51.57,44.66,56.53,37.51,51.65,44.75,52.67,41.67,52.67
Illinois,mcdonough,51.9,40.39,62.26,37.62,45.83,48.44,52.67,41.67,52.67
Illinois,mclean,46.64,45.34,61.42,38.44,51.8,41.37,52.67,41.33,52.67
Illinois,stephenson,54.48,38.19,48.15,51.85,56.93,36.84,52.67,41.67,52.67
Louisiana,st. charles,63.46,32.68,29.42,68.76,66.73,30.95,52.67,43.33,52.67
North Carolina,bladen,53.78,44.4,53.6,46.4,52.72,44.76,52.67,44.67,52.67
North Carolina,scotland,44.92,52.55,45.44,54.56,45.08,52.81,44.67,52.67,52.67
Ohio,portage,52.5,42.55,50.01,49.95,56.18,37.38,52.67,42.67,52.67
South Carolina,colleton,52.7,44.21,48.55,48.86,58.87,39.63,52.67,43.67,52.67
Washington,pierce,42.13,49.51,45.64,54.36,44.56,55.44,43.67,52.67,52.67
Alaska,district 2,58.05,28.86,53.15,30.52,47.31,12.29,52.67,23.33,52.67
Colorado,broomfield,38.12,52.35,41.05,52.89,41.17,53.07,40.0,52.33,52.33
Illinois,henry,56.75,36.0,47.03,52.97,54.95,39.45,52.33,42.33,52.33
Iowa,dubuque,47.18,45.96,54.55,45.32,56.39,39.78,52.33,43.0,52.33
New York,tioga,59.46,33.75,55.65,30.2,43.02,42.76,52.33,35.0,52.33
North Carolina,jackson,52.74,41.22,53.84,46.16,52.05,43.32,52.33,43.33,52.33
North Carolina,lenoir,50.78,47.13,56.31,43.69,51.1,46.48,52.33,45.33,52.33
North Carolina,richmond,53.72,43.98,53.77,46.23,51.58,44.68,52.33,44.33,52.33
Ohio,mahoning,46.59,49.87,36.75,63.25,49.53,45.6,43.67,52.33,52.33
South Carolina,dillon,48.19,49.87,55.7,44.22,54.92,43.67,52.33,45.33,52.33
Utah,juab,67.68,10.58,5.57,20.38,85.86,10.76,52.33,13.33,52.33
Washington,spokane,49.92,41.26,58.04,41.96,50.75,49.25,52.33,43.67,52.33
Wisconsin,door,48.75,45.58,57.24,42.62,52.94,43.69,52.33,43.33,52.33
Alaska,district 6,58.26,29.98,55.53,29.14,44.0,9.65,52.33,22.33,52.33
Alabama,tuscaloosa,57.71,38.41,38.03,58.86,61.14,38.7,52.0,44.67,52.0
Illinois,kankakee,53.12,40.1,54.16,45.69,49.07,44.88,52.0,43.0,52.0
Illinois,st. clair,44.66,50.39,45.2,49.13,38.28,57.17,42.33,52.0,52.0
Indiana,delaware,53.77,40.23,55.73,39.34,48.06,45.82,52.0,41.33,52.0
Indiana,perry,56.56,38.01,55.13,40.8,45.21,49.94,52.0,42.33,52.0
North Carolina,chatham,42.92,52.86,46.94,53.06,45.46,51.71,44.33,52.0,52.0
North Carolina,wilson,45.97,51.56,44.45,54.25,46.58,51.32,45.0,52.0,52.0
South Carolina,barnwell,51.54,46.39,52.17,44.47,53.84,44.91,52.0,44.67,52.0
South Carolina,darlington,50.51,46.8,52.58,47.38,54.69,44.21,52.0,45.67,52.0
South Dakota,dewey,42.33,51.99,43.38,56.62,50.89,49.11,45.0,52.0,52.0
Wisconsin,green,45.79,48.05,45.01,54.85,43.0,54.14,44.33,52.0,52.0
Arizona,pima,39.71,53.28,44.15,53.57,45.61,49.08,42.67,51.67,51.67
Connecticut,tolland,44.16,49.73,36.94,54.81,40.05,52.78,40.0,51.67,51.67
Illinois,lake,36.16,56.37,50.57,49.25,45.03,50.03,43.67,51.67,51.67
Illinois,will,44.11,50.49,43.84,55.54,42.54,50.99,43.0,51.67,51.67
Iowa,winneshiek,47.03,46.24,52.81,47.11,56.59,39.54,51.67,44.0,51.67
Kansas,johnson,47.4,44.76,53.77,38.28,55.41,38.87,51.67,40.0,51.67
Nevada,clark,41.72,52.43,40.15,52.47,40.32,51.27,40.33,51.67,51.67
New York,cattaraugus,63.19,30.48,53.09,32.69,39.11,43.83,51.67,35.0,51.67
New York,delaware,60.34,33.48,54.71,32.84,41.6,43.21,51.67,36.0,51.67
New York,schoharie,62.85,30.18,53.41,30.85,40.78,41.22,51.67,33.67,51.67
North Carolina,forsyth,42.61,52.98,46.52,53.48,46.27,50.6,44.67,51.67,51.67
Wisconsin,winnebago,49.86,42.52,52.64,41.36,54.29,41.81,51.67,41.33,51.67
Arizona,maricopa,47.67,44.83,53.21,39.82,54.89,39.27,51.33,40.67,51.33
Colorado,grand,52.33,39.1,51.8,40.82,51.39,42.3,51.33,40.33,51.33
Colorado,las animas,54.62,39.01,54.66,41.21,46.86,48.79,51.33,42.67,51.33
Colorado,ouray,40.82,51.27,44.39,51.82,42.22,52.43,42.0,51.33,51.33
Illinois,mercer,56.39,36.02,45.65,54.35,53.54,40.66,51.33,43.33,51.33
New York,jefferson,56.92,36.12,62.14,21.93,36.87,48.16,51.33,35.0,51.33
New York,onondaga,40.13,53.89,47.33,39.86,23.22,62.01,36.67,51.33,51.33
North Carolina,new hanover,49.46,45.56,55.02,44.98,50.95,44.45,51.33,44.33,51.33
Pennsylvania,northampton,49.98,46.18,54.08,44.31,51.59,45.86,51.33,45.0,51.33
Wisconsin,rock,41.39,51.72,49.09,47.88,40.46,56.32,43.33,51.33,51.33
Florida,seminole,48.66,47.09,52.42,47.4,53.09,42.58,51.0,45.33,51.0
Illinois,warren,54.76,38.26,45.36,54.64,54.15,39.15,51.0,43.67,51.0
Indiana,st. joseph,47.27,47.48,47.03,49.28,42.7,57.3,45.33,51.0,51.0
Iowa,muscatine,49.32,43.06,46.84,53.06,58.43,36.47,51.0,44.0,51.0
Louisiana,caddo,46.32,50.55,58.05,40.24,49.08,48.87,51.0,46.0,51.0
Maryland,kent,48.66,45.65,56.26,40.38,49.93,47.63,51.0,44.0,51.0
New York,ulster,41.8,51.75,35.22,48.9,26.24,54.97,34.0,51.0,51.0
North Carolina,gates,53.3,44.23,47.93,49.74,53.57,43.98,51.0,45.33,51.0
South Carolina,chester,51.19,46.36,51.23,46.45,51.76,46.42,51.0,46.0,51.0
South Carolina,jasper,45.39,52.12,42.87,54.55,51.0,47.5,46.0,51.0,51.0
Washington,clark,46.18,46.34,59.17,40.83,48.68,51.32,51.0,45.67,51.0
Washington,pacific,50.02,43.11,59.27,40.73,44.74,55.26,51.0,46.0,51.0
Wisconsin,kenosha,46.74,46.41,58.49,36.41,49.46,47.0,51.0,43.0,51.0
Alaska,district 24,51.86,39.41,52.63,36.67,50.3,10.25,51.0,28.33,51.0
Alaska,district 37,38.29,47.83,56.63,33.34,59.1,11.95,51.0,30.33,51.0
Colorado,adams,41.35,49.86,42.63,51.46,41.24,52.65,41.33,50.67,50.67
Colorado,mineral,52.76,36.35,51.72,44.53,49.54,45.74,50.67,41.67,50.67
Iowa,lee,54.5,38.48,45.49,54.34,53.27,40.28,50.67,44.0,50.67
Missouri,clay,52.17,41.12,56.98,39.06,44.66,50.25,50.67,43.33,50.67
New York,greene,59.29,33.58,54.54,31.19,39.39,43.17,50.67,35.67,50.67
Ohio,erie,52.29,42.73,43.3,56.7,57.42,36.74,50.67,44.67,50.67
South Carolina,clarendon,47.98,50.22,42.69,55.39,51.23,47.73,46.67,50.67,50.67
Washington,snohomish,37.48,54.13,39.09,41.0,42.35,57.65,39.33,50.67,50.67
Wisconsin,sauk,47.23,46.91,45.95,54.05,45.01,52.01,45.67,50.67,50.67
Alaska,district 26,51.07,37.89,53.8,36.05,48.5,10.84,50.67,27.67,50.67
Colorado,arapahoe,38.63,52.76,47.85,45.78,40.98,54.0,41.67,50.33,50.33
Florida,hillsborough,44.65,51.52,46.26,53.74,47.98,47.52,45.67,50.33,50.33
New York,wayne,58.91,33.95,55.25,28.48,38.57,43.18,50.33,34.67,50.33
North Carolina,martin,49.29,48.86,43.08,55.11,49.29,48.05,47.0,50.33,50.33
Ohio,summit,43.42,52.04,45.05,54.93,49.29,45.11,45.67,50.33,50.33
Pennsylvania,bucks,47.74,48.52,53.78,46.22,51.82,46.46,50.33,46.67,50.33
Washington,clallam,47.63,44.8,44.43,55.57,47.98,52.02,46.0,50.33,50.33
Washington,grays harbor,49.59,42.37,43.45,56.55,46.6,53.4,46.0,50.33,50.33
Washington,whatcom,37.02,55.02,40.25,37.43,40.56,59.44,39.0,50.33,50.33
Wisconsin,juneau,60.71,34.72,20.57,77.58,55.77,40.67,45.0,50.33,50.33
Alabama,clarke,54.79,44.12,34.78,63.67,56.23,43.66,48.0,50.0,50.0
Alabama,conecuh,51.94,46.77,47.04,52.26,52.26,47.63,50.0,48.33,50.0
Colorado,la plata,40.41,49.84,45.03,50.98,41.38,51.91,42.0,50.0,50.0
Florida,jefferson,51.41,46.32,42.38,57.45,49.34,47.66,47.33,50.0,50.0
Louisiana,west baton rouge,54.49,42.35,40.62,58.09,56.15,41.73,50.0,47.0,50.0
Missouri,jackson,52.84,41.11,53.21,43.5,45.14,49.61,50.0,44.33,50.0
New Hampshire,sullivan,47.6,45.01,41.28,54.87,44.55,51.98,44.0,50.0,50.0
New York,livingston,57.57,35.62,55.58,32.76,38.26,45.42,50.0,37.33,50.0
New York,schuyler,57.57,35.24,52.28,33.32,41.64,41.22,50.0,36.33,50.0
Ohio,trumbull,51.05,44.79,34.94,65.05,53.54,41.1,46.0,50.0,50.0
Pennsylvania,monroe,47.86,48.63,48.95,51.05,46.03,51.32,47.0,50.0,50.0
Colorado,jefferson,42.01,48.89,44.0,51.08,43.33,50.77,43.0,49.67,49.67
Florida,pinellas,48.58,47.46,53.73,46.27,48.71,45.93,49.67,46.0,49.67
Illinois,dupage,38.81,53.32,51.93,47.81,45.37,49.03,44.67,49.67,49.67
Illinois,kane,41.51,52.01,51.24,48.76,44.46,49.12,45.33,49.67,49.67
Illinois,knox,48.27,45.33,42.41,57.59,46.58,47.94,45.33,49.67,49.67
Iowa,clinton,48.88,43.76,45.53,54.32,56.35,38.9,49.67,45.0,49.67
North Carolina,pitt,44.32,51.94,50.55,48.04,46.64,50.3,46.67,49.67,49.67
South Carolina,calhoun,50.17,47.33,46.05,51.67,53.38,45.05,49.67,47.67,49.67
