State,County,Candidate,Party,Votes,Vote %
Maryland,washington,Donald Trump,Republican,40998,0.6212665363458654
Maryland,wicomico,Donald Trump,Republican,22198,0.5217289115566315
Maryland,worcester,Donald Trump,Republican,17210,0.6087079545856471
Maryland,baltimore city,Hillary Clinton,Democratic,202673,0.846580229070768
Massachusetts,barnstable,Hillary Clinton,Democratic,72430,0.541079619309438
Massachusetts,berkshire,Hillary Clinton,Democratic,43714,0.6745675354536056
Massachusetts,bristol,Hillary Clinton,Democratic,129540,0.5203266401294993
Massachusetts,dukes,Hillary Clinton,Democratic,8400,0.7303077725612936
Massachusetts,essex,Hillary Clinton,Democratic,222310,0.5852296060736888
Massachusetts,franklin,Hillary Clinton,Democratic,24478,0.6411713859129843
Massachusetts,hampden,Hillary Clinton,Democratic,112590,0.5543110620972149
Massachusetts,hampshire,Hillary Clinton,Democratic,55367,0.6674261054052751
Massachusetts,middlesex,Hillary Clinton,Democratic,520360,0.6636957070739279
Massachusetts,nantucket,Hillary Clinton,Democratic,4146,0.6472057446144239
Massachusetts,norfolk,Hillary Clinton,Democratic,221819,0.6135019719992698
Massachusetts,plymouth,Hillary Clinton,Democratic,135513,0.5077998823366296
Massachusetts,suffolk,Hillary Clinton,Democratic,245751,0.7959778584638905
Massachusetts,worcester,Hillary Clinton,Democratic,198778,0.5180490220351572
Michigan,alcona,Donald Trump,Republican,4201,0.6777992900935785
Michigan,alger,Donald Trump,Republican,2585,0.5721558211598052
Michigan,allegan,Donald Trump,Republican,34183,0.6127523034453088
Michigan,alpena,Donald Trump,Republican,9090,0.6184514899986393
Michigan,antrim,Donald Trump,Republican,8469,0.6235458695332057
Michigan,arenac,Donald Trump,Republican,4950,0.6431912681912682
Michigan,baraga,Donald Trump,Republican,2158,0.6183381088825215
Michigan,barry,Donald Trump,Republican,19202,0.6331234132348578
Michigan,bay,Donald Trump,Republican,28328,0.53472261547464
Michigan,benzie,Donald Trump,Republican,5539,0.54155260070395
Michigan,berrien,Donald Trump,Republican,38647,0.536532881675945
Michigan,branch,Donald Trump,Republican,11786,0.6672705655890845
Michigan,calhoun,Donald Trump,Republican,31494,0.5346847305694203
Michigan,cass,Donald Trump,Republican,14243,0.6303606992697499
Michigan,charlevoix,Donald Trump,Republican,8674,0.5945575433545822
Michigan,cheboygan,Donald Trump,Republican,8683,0.6350936220011703
Michigan,chippewa,Donald Trump,Republican,9122,0.5901915113871635
Michigan,clare,Donald Trump,Republican,8505,0.6352229442079319
Michigan,clinton,Donald Trump,Republican,21636,0.5321854630426762
Michigan,crawford,Donald Trump,Republican,4354,0.636177673874927
Michigan,delta,Donald Trump,Republican,11121,0.6013951979234263
Michigan,dickinson,Donald Trump,Republican,8580,0.6517280668439043
Michigan,eaton,Donald Trump,Republican,27609,0.4910798456092919
Michigan,emmet,Donald Trump,Republican,10616,0.5646207850228699
Michigan,genesee,Hillary Clinton,Democratic,102751,0.5234492806781595
Michigan,gladwin,Donald Trump,Republican,8124,0.6513790891597178
Michigan,gogebic,Donald Trump,Republican,4018,0.5482330468003821
Michigan,grand traverse,Donald Trump,Republican,27413,0.5313729671053907
Michigan,gratiot,Donald Trump,Republican,9880,0.6000607348921956
Michigan,hillsdale,Donald Trump,Republican,14095,0.7068706118355065
Michigan,houghton,Donald Trump,Republican,8475,0.5424347158218126
Michigan,huron,Donald Trump,Republican,10692,0.6717346233586731
Michigan,ingham,Hillary Clinton,Democratic,79110,0.6032576369930912
Michigan,ionia,Donald Trump,Republican,16635,0.6194607879645491
Michigan,iosco,Donald Trump,Republican,8345,0.6245789985779507
Michigan,iron,Donald Trump,Republican,3675,0.6218274111675127
Michigan,isabella,Donald Trump,Republican,12338,0.48590107120352866
Michigan,jackson,Donald Trump,Republican,39793,0.5711066779568581
Michigan,kalamazoo,Hillary Clinton,Democratic,67148,0.5316589996753736
Michigan,kalkaska,Donald Trump,Republican,6116,0.6924034869240349
Michigan,kent,Donald Trump,Republican,148180,0.48081665498533344
Michigan,keweenaw,Donald Trump,Republican,814,0.5676429567642957
Michigan,lake,Donald Trump,Republican,3159,0.5929054054054054
Michigan,lapeer,Donald Trump,Republican,30037,0.6647854281477547
Michigan,leelanau,Donald Trump,Republican,7239,0.49054685911770685
Michigan,lenawee,Donald Trump,Republican,26430,0.5753281525501208
Michigan,livingston,Donald Trump,Republican,65680,0.6204069295146695
Michigan,luce,Donald Trump,Republican,1756,0.680884063590539
Michigan,mackinac,Donald Trump,Republican,3744,0.6140724946695096
Michigan,macomb,Donald Trump,Republican,224665,0.5357943488380967
Michigan,manistee,Donald Trump,Republican,6915,0.5488530835780617
Michigan,marquette,Hillary Clinton,Democratic,16042,0.48647501213003397
Michigan,mason,Donald Trump,Republican,8505,0.5791624106230848
Michigan,mecosta,Donald Trump,Republican,10305,0.6002446411929171
Michigan,menominee,Donald Trump,Republican,6702,0.6223997028231798
Michigan,midland,Donald Trump,Republican,23846,0.5610031524961182
Michigan,missaukee,Donald Trump,Republican,5386,0.7360940276069428
Michigan,monroe,Donald Trump,Republican,43261,0.5828909428979493
Michigan,montcalm,Donald Trump,Republican,16907,0.6353865233567589
Michigan,montmorency,Donald Trump,Republican,3498,0.6983429826312637
Michigan,muskegon,Hillary Clinton,Democratic,37304,0.4777174469828911
Michigan,newaygo,Donald Trump,Republican,15173,0.6701855123674911
Michigan,oakland,Hillary Clinton,Democratic,343070,0.5161943624419588
Michigan,oceana,Donald Trump,Republican,7228,0.6058675607711651
Michigan,ogemaw,Donald Trump,Republican,6827,0.6572638875517474
Michigan,ontonagon,Donald Trump,Republican,2066,0.603035610040864
Michigan,osceola,Donald Trump,Republican,7336,0.6914883589405222
Michigan,oscoda,Donald Trump,Republican,2843,0.6980112938865701
Michigan,otsego,Donald Trump,Republican,8266,0.6592758015632477
Michigan,ottawa,Donald Trump,Republican,88467,0.6198032704191012
Michigan,presque isle,Donald Trump,Republican,4488,0.6217788861180382
Michigan,roscommon,Donald Trump,Republican,8141,0.6242619431025228
Michigan,saginaw,Donald Trump,Republican,45469,0.48207167090754877
Michigan,st. clair,Donald Trump,Republican,49051,0.6288347884055742
Michigan,st. joseph,Donald Trump,Republican,14884,0.6265100812392137
Michigan,sanilac,Donald Trump,Republican,13446,0.6985297937555197
Michigan,schoolcraft,Donald Trump,Republican,2556,0.6153105440539239
Michigan,shiawassee,Donald Trump,Republican,19230,0.5637477646506992
Michigan,tuscola,Donald Trump,Republican,17102,0.6629710032563189
Michigan,van buren,Donald Trump,Republican,17890,0.5376570295125324
Michigan,washtenaw,Hillary Clinton,Democratic,128483,0.6813254992629044
Michigan,wayne,Hillary Clinton,Democratic,519444,0.6678048642519393
Michigan,wexford,Donald Trump,Republican,10000,0.6536802196365538
Minnesota,aitkin,Donald Trump,Republican,5516,0.5975517278734699
Minnesota,anoka,Donald Trump,Republican,93339,0.5024763401845411
Minnesota,becker,Donald Trump,Republican,10880,0.631750087097898
Minnesota,beltrami,Donald Trump,Republican,10783,0.5000463735856057
Minnesota,benton,Donald Trump,Republican,12872,0.6417389570246286
Minnesota,big stone,Donald Trump,Republican,1608,0.5836660617059891
Minnesota,blue earth,Donald Trump,Republican,15667,0.4663769237638794
Minnesota,brown,Donald Trump,Republican,8708,0.6319761956600625
Minnesota,carlton,Hillary Clinton,Democratic,8460,0.464554390203723
Minnesota,carver,Donald Trump,Republican,29056,0.5216891697787992
Minnesota,cass,Donald Trump,Republican,9982,0.623913994624664
Minnesota,chippewa,Donald Trump,Republican,3764,0.6049501767920283
Minnesota,chisago,Donald Trump,Republican,18441,0.6100635172687574
Minnesota,clay,Donald Trump,Republican,13543,0.46067759711545003
Minnesota,clearwater,Donald Trump,Republican,2925,0.6890459363957597
Minnesota,cook,Hillary Clinton,Democratic,1912,0.563181148748159
Minnesota,cottonwood,Donald Trump,Republican,3679,0.6430693934626813
Minnesota,crow wing,Donald Trump,Republican,22287,0.6218123988616706
Minnesota,dakota,Hillary Clinton,Democratic,110483,0.47737210508123057
Minnesota,dodge,Donald Trump,Republican,6527,0.6126337525811901
Minnesota,douglas,Donald Trump,Republican,13966,0.6410833142070231
Minnesota,faribault,Donald Trump,Republican,4659,0.6285752833243389
Minnesota,fillmore,Donald Trump,Republican,6271,0.5672546359113523
Minnesota,freeborn,Donald Trump,Republican,8808,0.5487508566444458
Minnesota,goodhue,Donald Trump,Republican,14041,0.545981257533927
Minnesota,grant,Donald Trump,Republican,2063,0.594010941549093
Minnesota,hennepin,Hillary Clinton,Democratic,429288,0.6313272360682788
Minnesota,houston,Donald Trump,Republican,5616,0.5296114673708034
Minnesota,hubbard,Donald Trump,Republican,7261,0.6311169056931769
Minnesota,isanti,Donald Trump,Republican,13635,0.6487913970308337
Minnesota,itasca,Donald Trump,Republican,12920,0.541038525963149
Minnesota,jackson,Donald Trump,Republican,3609,0.6580962800875274
Minnesota,kanabec,Donald Trump,Republican,5230,0.6395988748929925
Minnesota,kandiyohi,Donald Trump,Republican,12785,0.5872221201543266
Minnesota,kittson,Donald Trump,Republican,1349,0.5656184486373166
Minnesota,koochiching,Donald Trump,Republican,3569,0.5608989470375609
Minnesota,lac qui parle,Donald Trump,Republican,2293,0.594041450777202
Minnesota,lake,Hillary Clinton,Democratic,3077,0.4718601441496703
Minnesota,lake of the woods,Donald Trump,Republican,1540,0.6868867082961642
Minnesota,le sueur,Donald Trump,Republican,9182,0.6133190835615523
Minnesota,lincoln,Donald Trump,Republican,1931,0.639615766810202
Minnesota,lyon,Donald Trump,Republican,7256,0.5940237413016782
Minnesota,mcleod,Donald Trump,Republican,12155,0.646301908863721
Minnesota,mahnomen,Donald Trump,Republican,991,0.4746168582375479
Minnesota,marshall,Donald Trump,Republican,3208,0.6659746730330081
Minnesota,martin,Donald Trump,Republican,7062,0.670591586743899
Minnesota,meeker,Donald Trump,Republican,8104,0.6598273896759486
Minnesota,mille lacs,Donald Trump,Republican,8340,0.6407006222631942
Minnesota,morrison,Donald Trump,Republican,12925,0.7337913023731123
Minnesota,mower,Donald Trump,Republican,8823,0.49805249788314987
Minnesota,murray,Donald Trump,Republican,2974,0.6371036846615252
Minnesota,nicollet,Donald Trump,Republican,8437,0.46620986903906725
Minnesota,nobles,Donald Trump,Republican,5299,0.6138785912882299
Minnesota,norman,Donald Trump,Republican,1699,0.5210058264336094
Minnesota,olmsted,Hillary Clinton,Democratic,36268,0.4526201500081119
Minnesota,otter tail,Donald Trump,Republican,20939,0.6442769230769231
Minnesota,pennington,Donald Trump,Republican,4000,0.5956813104988831
Minnesota,pine,Donald Trump,Republican,8191,0.5930779813192383
Minnesota,pipestone,Donald Trump,Republican,3338,0.6942595673876872
Minnesota,polk,Donald Trump,Republican,8979,0.606853203568532
Minnesota,pope,Donald Trump,Republican,3793,0.6002532046209843
Minnesota,ramsey,Hillary Clinton,Democratic,177738,0.6507140948148039
Minnesota,red lake,Donald Trump,Republican,1141,0.6065922381711856
Minnesota,redwood,Donald Trump,Republican,5137,0.6749441597687558
Minnesota,renville,Donald Trump,Republican,4890,0.6429134893505127
Minnesota,rice,Donald Trump,Republican,15429,0.47557254261319853
Minnesota,rock,Donald Trump,Republican,3091,0.6387683405662327
Minnesota,roseau,Donald Trump,Republican,5451,0.6984879548949257
Minnesota,saint louis,Hillary Clinton,Democratic,57771,0.5138762875593745
Minnesota,scott,Donald Trump,Republican,39948,0.5324341254714844
Minnesota,sherburne,Donald Trump,Republican,31053,0.6431456206118096
Minnesota,sibley,Donald Trump,Republican,5193,0.6679958837149472
Minnesota,stearns,Donald Trump,Republican,47617,0.5982636445873957
Minnesota,steele,Donald Trump,Republican,11198,0.583867772042338
Minnesota,stevens,Donald Trump,Republican,2799,0.5185253797702853
Minnesota,swift,Donald Trump,Republican,2963,0.5933119743692431
Minnesota,todd,Donald Trump,Republican,8485,0.7074960393562911
Minnesota,traverse,Donald Trump,Republican,1049,0.5834260289210234
Minnesota,wabasha,Donald Trump,Republican,6989,0.5906862745098039
Minnesota,wadena,Donald Trump,Republican,4837,0.6975771560426882
Minnesota,waseca,Donald Trump,Republican,5967,0.618149797990262
Minnesota,washington,Hillary Clinton,Democratic,67086,0.46511595659860644
Minnesota,watonwan,Donald Trump,Republican,2768,0.5538215286114446
Minnesota,wilkin,Donald Trump,Republican,2129,0.6447607510599637
Minnesota,winona,Donald Trump,Republican,12122,0.4649075707601442
Minnesota,wright,Donald Trump,Republican,43274,0.6215921169812405
Minnesota,yellow medicine,Donald Trump,Republican,3382,0.6410159211523881
Mississippi,adams,Hillary Clinton,Democratic,7757,0.5606389129806303
Mississippi,alcorn,Donald Trump,Republican,11819,0.7994994250152202
Mississippi,amite,Donald Trump,Republican,4289,0.6083687943262411
Mississippi,attala,Donald Trump,Republican,4897,0.5931443798449613
Mississippi,benton,Donald Trump,Republican,2251,0.5609269872913033
Mississippi,bolivar,Hillary Clinton,Democratic,9046,0.6543692129629629
Mississippi,calhoun,Donald Trump,Republican,4390,0.6863664790494058
Mississippi,carroll,Donald Trump,Republican,3799,0.6872286541244573
Mississippi,chickasaw,Donald Trump,Republican,4127,0.5230671736375159
Mississippi,choctaw,Donald Trump,Republican,2788,0.6858548585485855
Mississippi,claiborne,Hillary Clinton,Democratic,3708,0.8679775280898876
Mississippi,clarke,Donald Trump,Republican,5137,0.6593505326658965
Mississippi,clay,Hillary Clinton,Democratic,5722,0.5720283914825552
Mississippi,coahoma,Hillary Clinton,Democratic,6378,0.7156642728904847
Mississippi,copiah,Hillary Clinton,Democratic,6741,0.5192574333692805
Mississippi,covington,Donald Trump,Republican,5435,0.616842583134718
Mississippi,desoto,Donald Trump,Republican,43089,0.6558946647385646
Mississippi,forrest,Donald Trump,Republican,15461,0.5509193272519954
Mississippi,franklin,Donald Trump,Republican,2721,0.6342657342657343
Mississippi,george,Donald Trump,Republican,8696,0.8791830957436053
Mississippi,greene,Donald Trump,Republican,4335,0.8074129260569939
Mississippi,grenada,Donald Trump,Republican,5970,0.5678683534671359
Mississippi,hancock,Donald Trump,Republican,13811,0.7830696830526733
Mississippi,harrison,Donald Trump,Republican,40354,0.6373730513480643
Mississippi,hinds,Hillary Clinton,Democratic,67594,0.7139130342941034
Mississippi,holmes,Hillary Clinton,Democratic,6689,0.8282565626547796
Mississippi,humphreys,Hillary Clinton,Democratic,3071,0.7220785328003763
Mississippi,issaquena,Hillary Clinton,Democratic,395,0.5650929899856938
Mississippi,itawamba,Donald Trump,Republican,8470,0.8698777857656362
Mississippi,jackson,Donald Trump,Republican,33629,0.678455423971594
Mississippi,jasper,Hillary Clinton,Democratic,4368,0.5153982300884956
Mississippi,jefferson,Hillary Clinton,Democratic,3337,0.8645077720207254
Mississippi,jefferson davis,Hillary Clinton,Democratic,3720,0.5964405964405964
Mississippi,jones,Donald Trump,Republican,20133,0.7101086343115124
Mississippi,kemper,Hillary Clinton,Democratic,2827,0.6093985772795861
Mississippi,lafayette,Donald Trump,Republican,10872,0.5534796110573741
Mississippi,lamar,Donald Trump,Republican,18751,0.7624837345478205
Mississippi,lauderdale,Donald Trump,Republican,17741,0.6012675388056666
Mississippi,lawrence,Donald Trump,Republican,4091,0.6428346951602766
Mississippi,leake,Donald Trump,Republican,4782,0.5659841401349273
Mississippi,lee,Donald Trump,Republican,22220,0.6751131771640385
Mississippi,leflore,Hillary Clinton,Democratic,7787,0.6990125673249551
Mississippi,lincoln,Donald Trump,Republican,10550,0.6943987362601198
Mississippi,lowndes,Donald Trump,Republican,13271,0.5189051808406647
Mississippi,madison,Donald Trump,Republican,28265,0.5675474880526886
Mississippi,marion,Donald Trump,Republican,7836,0.6701445309159326
Mississippi,marshall,Hillary Clinton,Democratic,8023,0.5406698564593302
Mississippi,monroe,Donald Trump,Republican,10167,0.6400780659783429
Mississippi,montgomery,Donald Trump,Republican,2818,0.5640512409927942
Mississippi,neshoba,Donald Trump,Republican,7679,0.7276603809343315
Mississippi,newton,Donald Trump,Republican,6548,0.6937910574274211
Mississippi,noxubee,Hillary Clinton,Democratic,4347,0.7798708288482239
Mississippi,oktibbeha,Hillary Clinton,Democratic,8859,0.4887993820348709
Mississippi,panola,Donald Trump,Republican,7449,0.494490175252257
Mississippi,pearl river,Donald Trump,Republican,17782,0.8125942512452589
Mississippi,perry,Donald Trump,Republican,4135,0.7612297496318114
Mississippi,pike,Hillary Clinton,Democratic,8043,0.49313304721030043
Mississippi,pontotoc,Donald Trump,Republican,10336,0.7960566851509551
Mississippi,prentiss,Donald Trump,Republican,7648,0.7747163695299838
Mississippi,quitman,Hillary Clinton,Democratic,2312,0.687072808320951
Mississippi,rankin,Donald Trump,Republican,47178,0.7516250318633698
Mississippi,scott,Donald Trump,Republican,6122,0.5818285497053792
